id,date,sentence,growth_sentiment_1,employment_sentimen_1,inflation_sentiment_1,Sandro,Ziwei
12175,2011/11/22,"Overall U.S. consumer price inflation, as measured by the PCE price index, was more moderate in the third quarter than in the first half of the year.",neutral,neutral,positive,,neutral
12176,2012/1/3,"The unemployment rate dropped to 8.6 percent in November, and private nonfarm employment continued to increase moderately during the past two months.",neutral,positive,neutral,,positive
12177,2012/1/3,"In the government sector, real federal defense purchases appeared to have stepped down in October and November from their level in the third quarter.",negative,neutral,neutral,,negative
12178,2012/7/11,"Delinquency rates for consumer credit remained low, partly reflecting a shift in the composition of borrowers toward those with higher credit scores.",positive,neutral,neutral,,negative
12179,2012/7/11,"In contrast, a few participants observed that the marked drop in yields on longer-term U.S. Treasury securities could provide some impetus to growth.",positive,neutral,neutral,,positive
12180,2012/10/4,"Both nominal shipments and new orders for nondefense capital goods excluding aircraft declined in July, and the backlog of unfilled orders decreased.",negative,neutral,neutral,,negative
12181,2013/7/10,Consumer credit continued to expand at a solid pace because of the ongoing expansion in auto and student loans; credit card debt remained about flat.,positive,neutral,neutral,,positive
12182,2013/8/21,"Over the period, rates on primary mortgages and yields on agency mortgage-backed securities (MBS) rose about in line with the 10-year Treasury yield.",neutral,neutral,positive,,neutral
12183,2013/11/20,"The Manager described the proposed arrangements, noting that the Committee would still be asked to review participation in the arrangements annually.",neutral,neutral,neutral,,neutral
12184,2013/11/20,Another suggestion for enhancing communications was to use the Summary of Economic Projections to provide more information about participants' views.,neutral,neutral,neutral,,neutral
12185,2014/1/8,"Renewed export demand and a buildup in auto inventories, which may be reversed in 2014, were cited as contributing to the recent gains in production.",positive,neutral,neutral,,positive
12186,2014/4/9,"Partly reflecting these conditions, credit card balances stayed about flat through January, while auto and student loans continued to expand briskly.",positive,neutral,neutral,,positive
12187,2014/4/9,"For many participants, the outlook for economic activity over coming quarters had changed little, on balance, since the time of the December meeting.",neutral,neutral,neutral,,neutral
12188,2014/8/20,"Household spending appears to be rising moderately and business fixed investment is advancing, while the recovery in the housing sector remains slow.",positive,neutral,neutral,,positive
12189,2014/10/8,"Reflecting these and other developments, yields on nominal Treasury securities rose somewhat and equity prices edged up over the intermeeting period.",positive,neutral,neutral,,positive
12190,2014/10/8,"It was noted, however, that the characterization of labor market underutilization might have to be changed if progress in the labor market continued.",neutral,negative,neutral,,neutral
12191,2014/10/8,"Household spending appears to be rising moderately and business fixed investment is advancing, while the recovery in the housing sector remains slow.",positive,neutral,neutral,,positive
12192,2014/11/19,"Market-based measures of inflation compensation declined somewhat, while survey-based measures of longer-term inflation expectations remained stable.",neutral,neutral,positive,,negative
12193,2014/11/19,"Nominal shipments of nondefense capital goods excluding aircraft were little changed, on net, in August and September after a solid increase in July.",neutral,neutral,neutral,,neutral
12194,2014/11/19,"Among emerging market economies, GDP growth remained strong in the third quarter in China and Korea and indicators for Mexico were favorable as well.",positive,neutral,neutral,,positive
12195,2014/11/19,"Market-based measures of inflation compensation declined somewhat, while survey-based measures of longer-term inflation expectations remained stable.",neutral,neutral,positive,,positive
12196,2015/1/7,"In addition, the manager reviewed the implications of recent foreign central bank policy actions for the international portion of the SOMA portfolio.",neutral,neutral,neutral,,neutral
12197,2015/1/7,Participants generally regarded the net effect of the recent decline in energy prices as likely to be positivee for economic activity and employment.,positive,positive,neutral,,positive
12198,2015/2/18,"Industrial production rose at a robust pace in the fourth quarter, with a strong increase in manufacturing output and a modest gain in mining output.",positive,neutral,neutral,,positive
12199,2015/2/18,Participants generally regarded the net effect of the recent decline in energy prices as likely to be positivee for economic activity and employment.,positive,positive,neutral,,positive
12200,2015/4/8,"One factor behind that moderation was a slowdown in the growth of exports, and members decided that the statement should explicitly note that factor.",negative,neutral,neutral,,neutral
12201,2015/8/19,They cited anecdotal reports of firms having concerns about retaining workers and facing difficulties in filling even medium- and lower-skilled jobs.,neutral,negative,neutral,,negative
12202,2015/10/8,Recent readings on headline consumer price inflation reflected only small increases in core inflation and renewed weakness in consumer energy prices.,neutral,neutral,negative,,negative
